id,member_id,CLI,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1062293,1294356,25000, 36 months,9.91,805.63,B,B1,F5 Networks Inc,4 years,RENT,163000,Verified,Fully Paid,n,,vacation,For My Vacation,950xx,CA,4.4,0,7-Jul,0,,,5,0,865,4.6,10,f,0,0,26319.56,26319.56,25000,1319.56,0,0,0,12-Aug,11684.88,,12-Aug,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062384,1294244,2400, 36 months,12.69,80.51,B,B5,Portland Public Schools,4 years,MORTGAGE,59393,Source Verified,Fully Paid,n,"  Borrower added on 12/08/11 > Never been late on mortgage, auto loan or open credit cards. Stable career in education.<br> Borrower added on 12/08/11 > Need emergency funds for father's medical care.<br>",medical,Dad's care,972xx,OR,13.7,0,Aug-97,1,50,45,12,1,3265,44.1,18,f,0,0,2852.34,2852.34,2400,452.34,0,0,0,14-Feb,845,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1031348,1260966,3000, 36 months,16.29,105.91,D,D1,H. Lee Moffitt Cancer Center,4 years,MORTGAGE,65000,Not Verified,Charged Off,n,  Borrower added on 12/09/11 > Unexpected Medical Expenses<br>,other,Medical Leave - Household Expenses,336xx,FL,15.16,0,7-Jun,1,,,12,0,9089,60.2,18,f,0,0,2704.36,2704.36,1830.43,709.12,0,164.81,1.6481,14-Jan,105.91,,14-May,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062268,1294324,7700, 36 months,16.77,273.65,D,D2,State of Texas,3 years,RENT,29772.96,Source Verified,Charged Off,n,  Borrower added on 12/08/11 > Line of credit. Credit building.<br>,other,line of credit,765xx,TX,18.58,0,Aug-00,0,,,6,0,9206,82.9,11,f,0,0,4911.95,4911.95,3153.85,1486.98,0,271.12,2.74,13-Jun,273.65,,13-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062161,1294219,2400, 36 months,13.49,81.44,C,C1,Target,< 1 year,OWN,12996,Source Verified,Fully Paid,n,,other,Personal,760xx,TX,4.71,0,6-Sep,1,,,5,0,2902,96.7,13,f,0,0,2929.343817,2929.34,2400,529.34,0,0,0,14-Dec,88.56,,15-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062369,1294226,11925, 60 months,19.03,309.54,E,E2,American Distilling Inc.,10+ years,MORTGAGE,68000,Verified,Current,n,"  Borrower added on 12/08/11 > Hi I have worked for the same company 22 years, could really use this loan to consolidate my debt. Thank you For Your Help!<br> Borrower added on 12/10/11 > Hi, I really appreciate everyone's efforts, thank you.<br><br><br><br><br>  Borrower added on 12/15/11 > Thanks so much, I appreciate everyone's efforts, they will change my life. <br><br>  Borrower added on 12/18/11 > I will be consolidating 7 credit cards with this much needed loan, 3 of which are over 22% that will now be paid in 60 mos instead of ? Years.<br><br>  Borrower added on 12/20/11 > Hi Just a little time left, I'm writing this at 28.92% funded. Please continue to help me to make my goal, thank you and Happy Holidays!<br>",debt_consolidation,Debt Consolidation Loan Needed!,064xx,CT,20.89,0,Jul-85,0,39,,12,0,31962,87.8,35,f,3373.07,3365.93,14823.37,14792.45,8551.94,6271.43,0,0,0,16-Jan,309.54,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061409,1293201,5000, 36 months,10.65,162.87,B,B2,Univeristy of Phoenix,1 year,OWN,44475,Not Verified,Fully Paid,n,,credit_card,No more debt!!!,920xx,CA,17.11,0,2-Oct,0,25,,9,0,7464,70.4,14,f,0,0,5481.42,5481.42,5000,481.42,0,0,0,13-Feb,367.87,,13-Mar,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061705,1293730,14000, 36 months,17.58,503.19,D,D4,goodyear,10+ years,MORTGAGE,88000,Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation,777xx,TX,7.73,3,Oct-95,0,3,,13,0,7115,40.7,24,f,0,0,16302.86,16302.86,14000,2302.86,0,0,0,13-Jan,10278.76,,15-Jul,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062146,1294204,24500, 60 months,20.89,661.3,F,F1,Investigroup,4 years,RENT,85000,Verified,Charged Off,n,,credit_card,Credit refinance,072xx,NJ,9.09,0,4-Apr,0,,,6,0,19668,94.4,8,f,0,0,3994.86,3990.8,962.75,1679.05,0,1353.06,13.25,12-Apr,661.3,,12-Sep,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058699,1290298,2400, 36 months,10.65,78.18,B,B2,Easter Seals North GA,3 years,MORTGAGE,36000,Not Verified,Fully Paid,n,,major_purchase,Major Purchase,300xx,GA,15.7,0,Mar-92,1,,,6,0,12480,82.6,9,f,0,0,2813.768513,2813.77,2400,413.77,0,0,0,14-Dec,80.33,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062150,1294209,1800, 36 months,12.42,60.15,B,B4,Juniper Networks,7 years,RENT,117000,Not Verified,Fully Paid,n,  Borrower added on 12/08/11 > The loan will be used to cover unforeseen end-of-year expenses. <br>,other,End of year loan,945xx,CA,15.86,0,Feb-00,0,26,,5,0,11180,60.8,34,f,0,0,1993.78,1993.78,1800,193.78,0,0,0,12-Dec,1334.02,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062257,1294315,22200, 36 months,19.42,818.49,E,E3,Grace & Growth Family Services,2 years,RENT,160000,Source Verified,Charged Off,n,,debt_consolidation,debt consolidation,912xx,CA,13.33,0,Oct-96,1,69,,12,0,10070,89.1,25,f,0,0,9174.61,9174.61,4940.21,3242.59,0,991.81,9.81,12-Oct,818.49,,13-Mar,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061420,1293213,21400, 60 months,19.42,560.09,E,E3,Bethesda Memorial Hospital,3 years,RENT,80000,Verified,Fully Paid,n,"  Borrower added on 12/08/11 > I am using this loan to consolidate my credit cards into one low, affordable monthly payment that fits my budget perfectly.  I am very happy I learned about Lending Club!  I work in the healthcare  field and my job is very stable and always needed.<br> Borrower added on 12/12/11 > I never miss a payment and I have never been in default. <br><br>  Borrower added on 12/17/11 > My monthly payment for this loan is well within my monthly budget<br>",credit_card,bye bye credit cards,333xx,FL,19.66,0,Aug-00,2,,,16,0,21721,66.2,44,f,0,0,28119.77,28119.77,21400,6719.77,0,0,0,13-Oct,16372.02,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062250,1294107,13000, 36 months,7.9,406.78,A,A4,FedEx Office,10+ years,RENT,28000,Not Verified,Charged Off,n,  Borrower added on 12/09/11 > I would much rather  pay you good people than the credit card companies. They are  mean.  Thank you to everyone     who has already invested  and to future investors.<br>,credit_card,Hello,554xx,MN,16.93,0,Apr-00,0,,,7,0,14078,66.1,19,f,0,0,6735.25,6735.25,5072.35,1208.26,0,454.64,4.78,13-Jun,61.06,,13-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1020855,1249642,8000, 36 months,12.69,268.36,B,B5,henkel corporation ,5 years,RENT,48000,Not Verified,Fully Paid,n,  Borrower added on 12/12/11 > I'm requesting for a loan to finance a car I would like to purchase.<br>,car,car,928xx,CA,15.33,2,Jul-97,2,9,,10,0,4384,38.5,15,f,0,0,9658.235539,9658.24,8000,1658.24,0,0,0,14-Dec,277.8,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
997521,1222612,3600, 36 months,12.69,120.77,B,B5,State of Michigan,10+ years,MORTGAGE,60000,Not Verified,Charged Off,n,,medical,Pay Medical Bills,488xx,MI,19,0,1-Aug,3,,83,10,1,1104,13,17,f,0,0,3612.83,3612.83,2785.13,711.48,0,116.22,1.1622,14-May,120.77,,14-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058624,1290219,12375, 60 months,23.13,349.79,G,G2,University of Central Florida,5 years,RENT,40000,Not Verified,Charged Off,n,  Borrower added on 12/08/11 > I plan to use the funds to purchase a motorcycle and pay off my credit cards.  I have been working for government for 5 years and plan to work here until retirement.  I would be a good borrower because I am responsible and know how to manage my money.  <br> Borrower added on 12/11/11 > I am also attending law school in a part-time program starting August 2012.  and should finish in 4 years.  <br>,other,Purchase,327xx,FL,20.88,0,Jan-96,0,78,,27,0,13768,22.5,31,f,0,0,8530.26,8530.26,2444.99,4602.6,0,1482.67,23.01070001,14-Jan,52.05,,14-Feb,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062232,1294086,9400, 36 months,9.91,302.92,B,B1,Georgia Institute of Technology,2 years,RENT,45500,Verified,Fully Paid,n,  Borrower added on 12/08/11 > Consolidating all my credit card debt from college once and for all.   I have budgeted to pay more than monthly payment and pay the loan off early.  This is the only debt I have and I can't wait to be free of it! <br>,debt_consolidation,36 Months to Freedom,303xx,GA,11.84,0,4-Nov,0,,,7,0,16982,51.8,7,f,0,0,10879.1579,10879.16,9400,1479.16,0,0,0,14-Aug,1495.14,,14-Aug,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062235,1282333,9600, 36 months,14.27,329.37,C,C2,,6 years,MORTGAGE,156000,Verified,Fully Paid,n,"  Borrower added on 12/02/11 > Loan to finish renovations on home<br><br> Borrower added on 12/02/11 > Loan to complete renovations on my home. Includes cabinetry, granite counter tops in kitchen, master bath, secondary bathroom, as well as carpentry work and painting.<br>Borrower added on 12/02/11 > Loan to finish renovations on home<br><br> Borrower added on 12/02/11 > Loan to complete renovations on my home. Includes cabinetry, granite counter tops in kitchen, master bath, secondary bathroom, as well as carpentry work and painting.<br> Borrower added on 12/09/11 > The home is my Primary Residence.<br>",home_improvement,Home Improvement Loan,322xx,FL,15.54,0,Jul-91,3,35,,16,0,1679,18.9,18,f,0,0,11852.95669,11852.96,9600,2252.96,0,0,0,14-Dec,342.43,,15-May,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060429,1292184,17000, 36 months,10.65,553.75,B,B2,Premier Salons,1 year,RENT,40000,Verified,Fully Paid,n,"  Borrower added on 12/09/11 > I had a serious illness 4 years ago that changed my life. At the time, I was working for a non-profit that went bankrupt and left me without health benefits and I accrued some medical debt.  I'm healthy now and have steadily been bettering my credit rating and income.  This loan will just help me speed the process along in getting my life back on track.<br>",debt_consolidation,Debt Consolidation,194xx,PA,18.63,0,Nov-99,0,,,8,0,19782,80.1,12,f,0,0,19932.414,19932.41,17000,2932.41,0,0,0,14-Dec,563.9,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062102,1294156,17275, 60 months,19.03,448.41,E,E2,Village of Hawthorn Woods,10+ years,MORTGAGE,96000,Verified,Current,n,,debt_consolidation,2012 Pay Off,600xx,IL,16.19,0,Nov-95,2,,,15,0,21572,58.5,33,f,4886.52,4879.37,21478.1,21447.18,12388.48,9089.62,0,0,0,15-Dec,448.41,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060885,1292853,16950, 60 months,16.77,419.16,D,D2,Gaston County Schools,10+ years,MORTGAGE,50000,Source Verified,Late (31-120 days),n,  Borrower added on 12/08/11 > Debt Consolidation Loan to pay of Credit Cards<br>,debt_consolidation,Relief 2011,280xx,NC,14.47,0,Nov-98,1,56,,12,0,32164,78.5,23,f,5059.38,5059.38,19681.28,19681.28,11890.62,7790.66,0,0,0,15-Dec,419.16,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060630,1292392,19275, 60 months,19.03,500.33,E,E2,shell Oil,10+ years,MORTGAGE,80000,Verified,Fully Paid,n,"  Borrower added on 12/21/11 > Getting this loan will save me 25,000 at the least. My monthly bills would stay the same or be less. I would make 1 payment instead of 2 or 3. 27.99% is too much on a credit card. My new year resolution is to become debt free and I want to start now.<br>",credit_card,credit card pay off,770xx,TX,26.82,0,Dec-99,1,,,8,0,26710,85.1,29,f,0,0,26865.37143,26830.63,19275,7590.37,0,0,0,14-Jun,12384.4,,14-Jul,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062192,1294043,10800, 36 months,14.27,370.54,C,C2,usps,6 years,MORTGAGE,110000,Source Verified,Fully Paid,n,  Borrower added on 12/09/11 > I plan to pay off high interest credit cards. I always pay my bills on time. I have had the same job for 6 years.<br>,credit_card,Credit Card,891xx,NV,2.67,0,1-Sep,0,41,,10,0,7045,69.1,21,f,0,0,12320.73,12320.73,10800,1520.73,0,0,0,13-Feb,7514.09,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059016,1290624,6000, 36 months,7.9,187.75,A,A4,University Health Services,10+ years,RENT,59400,Not Verified,Fully Paid,n,,credit_card,Credit Card,945xx,CA,19.17,0,Mar-86,1,,,9,0,10515,76.2,21,f,0,0,6756.730493,6756.73,6000,756.73,0,0,0,14-Dec,378.17,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1056174,1287750,35000, 36 months,8.9,1111.37,A,A5,Visa Inc,10+ years,MORTGAGE,106000,Verified,Fully Paid,n,,credit_card,Consolidate Credit Card Debt,801xx,CO,12.09,0,Jul-92,0,,,10,0,51441,60.2,28,f,0,0,40007.20117,40007.2,35000,5007.2,0,0,0,14-Dec,1120.69,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062045,1293890,10000, 36 months,10.65,325.74,B,B2,Cablevision,7 years,RENT,36000,Not Verified,Fully Paid,n,"  Borrower added on 12/08/11 > I would like to get this loan  because this offer is very good  and  the annual rate is lower than I have now on my Credit Cards, I've never missed any of my payments, I have a stable job more than 7 years<br>",debt_consolidation,debt consolidation,113xx,NY,14,0,5-Jun,0,,,5,0,12208,78.9,12,f,0,0,10593.37,10593.37,10000,593.37,0,0,0,12-Sep,341.9,,13-Jun,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059395,1291011,15000, 60 months,19.91,396.66,E,E4,TYLin INternational,4 years,RENT,51000,Verified,Fully Paid,n,,credit_card,Credit Card Loan,145xx,NY,20.85,0,3-Oct,2,,,13,0,8162,92.7,18,f,0,0,21051.41025,21051.41,15000,6051.41,0,0,0,14-May,9952.99,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1062012,1293854,5000, 36 months,12.69,167.73,B,B5,European Service at Home,2 years,RENT,25000,Not Verified,Fully Paid,n,  Borrower added on 12/08/11 > i need a loan for holiday spendings<br><br> Borrower added on 12/08/11 > ...<br><br> Borrower added on 12/08/11 > my job is stable<br>,other,Other,600xx,IL,20.54,0,1-Jan,0,,,15,0,6811,97.3,37,f,0,0,6036.059158,6036.06,5000,1036.06,0,0,0,14-Dec,174.61,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061941,1293989,3000, 60 months,17.27,75,D,D3,Let's Insure,5 years,RENT,35000,Verified,Current,n,"  Borrower added on 12/08/11 > I have applied for this loan so that I may consolidate my debt, reduce my APR and reduce my monthly payments. The loan will help reduce my current finance charges and insure a quicker repayment plan. <br> Borrower added on 12/09/11 > Thank you all who have invested in my loan. This loan would really change the way my finances are. I woudl like to see the payments I make actually pay off a loan, instead of paying just interest with such high APRs on my current credit cards. I currently have a plan set in motion to pay them off without a loan, but it would take over 5 years, and way more interest charges. Helping me pay these off within 5 years will put me back on track to purchase my home.<br>",debt_consolidation,Consolidate Debt,951xx,CA,11.42,0,5-Dec,1,,,11,0,8580,66.5,15,f,824.01,824.01,3593.5,3593.5,2175.99,1417.51,0,0,0,15-Dec,75,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1031266,1260677,7100, 36 months,14.65,244.91,C,C3,90 miles cuban cafe,1 year,RENT,33000,Not Verified,Charged Off,n,,debt_consolidation,Amex,606xx,IL,23.85,0,6-Jun,2,,,10,0,5148,41.5,13,f,0,0,3915.2,3915.2,2774.87,1140.33,0,0,0,13-Apr,244.91,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061975,1293812,12000, 36 months,16.77,426.47,D,D2,Mercy San Juan Medical Center,10+ years,MORTGAGE,93000,Not Verified,Fully Paid,n,,credit_card,Card Refinance,956xx,CA,13.46,0,Feb-99,2,,,12,0,23691,92.5,21,f,0,0,15345.77443,15345.77,12000,3345.77,0,0,0,14-Dec,443.76,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061914,1293952,22400, 60 months,22.74,628.13,G,G1,JPMORGAN CHASE,6 years,RENT,85000,Not Verified,Charged Off,n,  Borrower added on 12/18/11 > I plan to use the funds for debt consolidation. I am a responsible financially inclined individual that's looking for a way to stabilize my current finances. The terms of this loan would save me hundreds of dollars a month.<br>,credit_card,credit_card Loan,104xx,NY,7.02,2,Dec-72,1,14,,14,0,13773,58.7,16,f,0,0,26376.52,26376.52,12893.89,13482.63,0,0,0,15-Jun,628.13,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061750,1293780,5825, 36 months,10.65,189.74,B,B2,Moss & Company,8 years,RENT,50000,Not Verified,Fully Paid,n,,debt_consolidation,Relief,914xx,CA,13.25,0,Dec-98,3,,,9,0,16641,89,16,f,0,0,6829.179203,6829.18,5825,1004.18,0,0,0,15-Jan,195.78,,15-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061741,1293770,22250, 36 months,12.69,746.38,B,B5,garden of eden,2 years,RENT,41000,Verified,Charged Off,n,  Borrower added on 12/07/11 > i will pay my credit cards  and keep working to pay you and  buy an apartment<br><br> Borrower added on 12/07/11 > my job is stable i like to work and be resposable <br><br> Borrower added on 12/07/11 > thank you <br> Borrower added on 12/08/11 > god bless everyone for trust me  <br>,debt_consolidation,consolidation loan,112xx,NY,15.63,0,4-Dec,0,,,8,0,15791,61.9,10,f,0,0,19580.94,19580.94,14038,4421.84,0,1121.1,11.211,14-Apr,837.88,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061747,1293775,18000, 60 months,16.77,445.13,D,D2,Smashbox Cosmetics,2 years,RENT,50000,Verified,Current,n,"  Borrower added on 12/08/11 > I am desperate to pay off my credit cards! I got myself in the worst position charging on high interest cards, then went too deep! <br><br>I have an awesome job that would seem much more successful if I wasn't paying SO much in interest every month. I also try and overpay to get it done faster but then put myself in a bind and need to use the cards again. This loan will be LIFE CHANGING for me. I will be making progress on my debt, get rid of the high interest cards so they cannot even tempt me, and get my life back on track instead of drowning in interest. <br><br>I have an excel spreadsheet that tells me how much debt I owe every month and what payments have been made, that I've been keeping for years. It will be nice to actually see decline and I fully plan to pay off earlier than 5 years. <br>",debt_consolidation,PAY OFF MY CARDS!!,900xx,CA,21.22,0,3-Jun,1,,,9,0,19489,77.6,15,f,4900.89,4900.89,21337.38,21337.38,13099.11,8238.27,0,0,0,15-Dec,445.13,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1040188,1270140,6000, 36 months,12.42,200.5,B,B4,university,4 years,RENT,30000,Source Verified,Fully Paid,n,  Borrower added on 12/07/11 > thank for loan my credit.<br><br>,credit_card,credit card refinance,537xx,WI,7.2,0,6-Jan,0,38,,4,0,5802,72.5,7,f,0,0,6690.69,6690.69,6000,690.69,0,0,0,13-Jan,4288.4,,13-Feb,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1057749,1289516,7650, 36 months,11.71,253.04,B,B3,may trucking,5 years,RENT,57000,Verified,Charged Off,n,,debt_consolidation,Debt Consolidation,924xx,CA,23.96,0,6-Apr,1,,,10,0,24086,63.4,18,f,0,0,3098.5,3098.5,2056.23,720.94,0,321.33,3.15,12-Nov,253.04,,13-Apr,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061721,1293749,21000, 60 months,18.25,536.13,D,D5,Giant Eagle,2 years,RENT,110000,Verified,Current,n,"  Borrower added on 12/09/11 > I plan to use the funds to consolidate high interest credit card debt and pay off a medical bill. My monthly budget is roughly 5,400.00. My job is stable. I am a good borrower because I pay on time and have never missed a payment nor will I ever. <br>",credit_card,Credit Card,152xx,PA,13.55,0,3-Oct,2,,,9,0,16854,94.7,23,f,5852.78,5852.78,25707.46,25707.46,15147.22,10560.24,0,0,0,15-Dec,536.13,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061869,1293501,20675, 60 months,15.27,494.8,C,C4,Hammer Creative,7 years,RENT,50132,Verified,Charged Off,n,  Borrower added on 12/08/11 > Personal Music Production Project<br>,other,music production loan,913xx,CA,23.31,0,Apr-00,1,,,6,0,9487,74.1,17,f,0,0,5928.84,5921.76,2979.22,2949.62,0,0,0,12-Dec,494.8,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1060650,1292415,13200, 36 months,7.9,413.04,A,A4,State of North Carolina,6 years,MORTGAGE,62500,Source Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation,282xx,NC,12.06,0,Nov-96,0,,,7,0,10264,55.8,17,f,0,0,14097.72,14097.72,13200,897.72,0,0,0,12-Dec,9560.52,,15-Nov,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059701,1291518,12000, 36 months,7.51,373.33,A,A3,Union Pacific RailRoad,< 1 year,RENT,60000,Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation,705xx,LA,20.7,0,Jan-00,1,,,11,0,12818,63.1,46,f,0,0,13436.27851,13436.28,12000,1436.28,0,0,0,14-Dec,396.25,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061842,1293470,12500, 60 months,19.03,324.47,E,E2,Medicis,6 years,RENT,130000,Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation,852xx,AZ,9.06,0,Dec-93,0,26,91,9,1,24185,90.6,25,f,0,0,15402.03,15371.28,12500,2902.03,0,0,0,13-Apr,10555.97,,14-Jun,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061837,1293455,15000, 36 months,6.03,456.54,A,A1,Applied Development Companies,7 years,RENT,60000,Not Verified,Fully Paid,n,"  Borrower added on 12/09/11 > The goal of this loan is 3-fold:<br><br>1) $10,000 will be added to the down payment on a modest home.<br><br>2) $3,500 will be used to expand business with more equipment &amp; advertising.<br><br>3) $1,500 will be used to pay off my car loan.<br><br>I am a good borrower because I am very financially literate and understand cash flow analysis and financing calculations.<br><br>I track my monthly budget and categorize spending so that all of my finances are organized and managed.<br><br>Thank you very much for your consideration!<br>",house,Buying A Modest Home + Small Business,076xx,NJ,12.78,0,2-May,0,,,13,0,2166,5.5,27,f,0,0,16434.53801,16407.15,15000,1434.54,0,0,0,14-Dec,461.36,,15-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1057272,1288832,27050, 60 months,18.64,696.35,E,E1,Snow College,5 years,MORTGAGE,65000,Verified,Fully Paid,n,"  Borrower added on 12/08/11 > We have two credit cards with close to $5,000 each, one with 29% interest and another with 15% interest. We will use $10,000 of the loan to pay these off. We have various other smaller debts that all add up and we want to consolidate all of them.<br>",debt_consolidation,Consolidate CCs and pay back family ,847xx,UT,19.75,0,Sep-98,0,68,,12,0,26469,80.2,29,f,0,0,40977.76997,40939.9,27050,13927.77,0,0,0,15-Nov,8945.67,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061675,1293692,22500, 60 months,17.27,562.46,D,D3,McKesson Corporation,3 years,MORTGAGE,67735,Source Verified,Fully Paid,n,"  Borrower added on 12/12/11 > Consolidating credit card debt.  Your investment in securing my financial future is greatly appreciated!!<br><br>  Borrower added on 12/13/11 > I will be a good borrower because I have a secure job, I am never late on payments, and I am working completely from a budget I have devised that takes into account this loan plus mortgage, bills, and living.  I am smart with money but was just hit up with a lot of expenses due to relocation to another state.  Your investment is secure with me.<br>",debt_consolidation,Debt Consolidation,295xx,SC,18.8,0,4-Mar,2,,,8,0,18364,75.6,16,f,0,0,28139.25551,28139.26,22500,5639.26,0,0,0,14-Mar,7530.45,,14-May,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061661,1293676,20500, 60 months,12.69,463.2,B,B5,UltraTech Inc,< 1 year,RENT,47800,Verified,Charged Off,n,,debt_consolidation,Debt Consolidation,951xx,CA,28.32,0,Apr-99,1,,,10,0,23823,52.2,20,f,0,0,7896.36,7886.8,3976.64,2960.71,0,959.01,9.33,13-Mar,463.2,,13-Aug,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061656,1293671,12800, 36 months,12.42,427.72,B,B4,SDGIN,1 year,MORTGAGE,99600,Not Verified,Fully Paid,n,,credit_card,A fresh new year with less CC debts,919xx,CA,19.95,0,Mar-00,0,,,13,0,23893,89.8,25,f,0,0,15395.57447,15395.57,12800,2595.57,0,0,0,14-Dec,435.51,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061776,1293397,27575, 36 months,10.65,898.21,B,B2,Western Wyoming Community College,1 year,MORTGAGE,54000,Verified,Fully Paid,n,"  Borrower added on 12/07/11 > I recently purchased my first home through an estate, so the house was empty for several months.  It is a solid house that has been well maintained, but several significant maintenance items are all coming due at once.  I do not want to get behind on maintenance now that I have my own house.  Additionally, I wish to solidify my financial position by consolidating other higher-interest debt into one loan so that it can be paid off much sooner.<br>",other,Home Improvement/Debt Consolidation,829xx,WY,12.27,0,Jan-88,1,,,8,0,13057,67.7,16,f,0,0,32333.82656,32333.83,27575,4758.83,0,0,0,14-Dec,905.06,,15-Apr,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1061767,1293387,7000, 36 months,12.69,234.82,B,B5,STUDIO INSTRUMENT RENTALS,8 years,RENT,49000,Not Verified,Fully Paid,n,,debt_consolidation,DEBT CON,113xx,NY,14.42,0,1-Jun,0,,,9,0,23864,97.4,17,f,0,0,8016.9,8016.9,7000,1016.9,0,0,0,13-Jul,1333.97,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
